geneID transcriptID
973 TINAGL1 NM_022164
974 TINAGL1 NM_001204415
975 HCRTR1 NM_001525
976 PEF1 NM_012392
977 PEF1 NR_033686
978 PEF1 NR_033688
979 COL16A1 NM_001856
980 BAI2 NM_001703
981 MIR4254 NR_036216
982 SPOCD1 NM_001281987
983 SPOCD1 NM_001281988
984 SPOCD1 NM_144569
985 PTP4A2 NM_080391
986 PTP4A2 NM_001195100
987 PTP4A2 NM_001195101
988 KHDRBS1 NR_073499
989 KHDRBS1 NM_006559
990 KHDRBS1 NM_001271878
991 KHDRBS1 NR_073498
992 TMEM39B NM_018056
993 KPNA6 NM_012316
994 TXLNA NM_175852
995 CCDC28B NM_024296
996 IQCC NM_018134
997 IQCC NM_001160042
998 DCDC2B NM_001099434
999 TMEM234 NM_019118
1000 EIF3I NM_003757
1001 MTMR9LP NR_026850
1002 FAM167B NM_032648
1003 LCK NM_005356
1004 LCK NM_001042771
1005 HDAC1 NM_004964
1006 MARCKSL1 NM_023009
1007 MARCKSL1 NR_052852
1008 FAM229A NM_001167676
1009 TSSK3 NM_052841
1010 BSDC1 NM_001143888
1011 BSDC1 NM_018045
1012 BSDC1 NM_001143889
1013 BSDC1 NM_001143890
1014 ZBTB8B NM_001145720
1015 ZBTB8A NM_001040441
1016 ZBTB8A NR_111980
1017 ZBTB8A NM_001291496
1018 ZBTB8OS NM_178547
1019 RBBP4 NM_005610
1020 RBBP4 NM_001135255
1021 RBBP4 NM_001135256
1022 SYNC NM_030786
1023 SYNC NM_001161708
1024 KIAA1522 NM_020888
1025 KIAA1522 NM_001198973
1026 KIAA1522 NM_001198972
1027 YARS NM_003680
1028 S100PBP NM_001256121
1029 S100PBP NM_022753
1030 FNDC5 NM_001171940
1031 FNDC5 NM_153756
1032 FNDC5 NM_001171941
1033 HPCA NM_002143
1034 TMEM54 NM_033504
1035 RNF19B NM_153341
1036 RNF19B NM_001127361
1037 AK2 NM_001199199
1038 AK2 NM_013411
1039 AK2 NR_037591
1040 AK2 NM_001625
1041 AK2 NR_037592
1042 ADC NM_052998
1043 TRIM62 NM_018207
1044 ZNF362 NM_152493
1045 A3GALT2 NM_001080438
1046 PHC2 NM_198040
1047 PHC2 NM_004427
1048 MIR3605 NR_037400
1049 ZSCAN20 NM_145238
1050 CSMD2 NM_052896
1051 CSMD2 NM_001281956
1052 HMGB4 NM_145205
1053 HMGB4 NR_033264
1054 CSMD2-AS1 NR_038372
1055 C1orf94 NM_032884
1056 C1orf94 NM_001134734
1057 GJB5 NM_005268
1058 GJB4 NM_153212
1059 GJB3 NM_024009
1060 GJB3 NM_001005752
1061 GJA4 NM_002060
1062 SMIM12 NM_001164824
1063 SMIM12 NM_001164825
1064 SMIM12 NM_138428
1065 DLGAP3 NM_001080418
1066 LOC653160 NR_037869
1067 ZMYM6NB NM_001195156
1068 ZMYM6 NM_007167
1069 ZMYM1 NM_001289088
1070 ZMYM1 NM_001289090
1071 ZMYM1 NM_024772
1072 ZMYM1 NM_001289089
1073 ZMYM1 NM_001289091
1074 SFPQ NM_005066
1075 ZMYM4 NM_005095
1076 KIAA0319L NM_024874
1077 NCDN NM_001014839
1078 NCDN NM_001014841
1079 NCDN NM_014284
1080 TFAP2E NM_178548
1081 PSMB2 NM_001199779
1082 PSMB2 NM_002794
1083 PSMB2 NM_001199780
1084 C1orf216 NM_152374
1085 CLSPN NM_001190481
1086 CLSPN NM_022111
1087 AGO4 NM_017629
1088 AGO1 NM_012199
1089 AGO3 NM_024852
1090 AGO3 NM_177422
1091 TEKT2 NM_014466
1092 ADPRHL2 NM_017825
1093 COL8A2 NM_005202
1094 TRAPPC3 NR_073097
1095 TRAPPC3 NM_001270895
1096 TRAPPC3 NM_014408
1097 TRAPPC3 NR_073098
1098 TRAPPC3 NM_001270896
1099 TRAPPC3 NM_001270894
1100 TRAPPC3 NM_001270897
1101 MAP7D1 NM_001286365
1102 MAP7D1 NM_018067
1103 MAP7D1 NM_001286366
1104 THRAP3 NM_005119
1105 SH3D21 NM_001162530
1106 SH3D21 NM_024676
1107 EVA1B NM_018166
1108 STK40 NM_032017
1109 STK40 NM_001282547
1110 STK40 NM_001282546
1111 LSM10 NM_032881
1112 OSCP1 NM_145047
1113 OSCP1 NM_206837
1114 MRPS15 NM_031280
1115 CSF3R NM_172313
1116 CSF3R NM_000760
1117 CSF3R NM_156039
1118 GRIK3 NM_000831
1119 MIR4255 NR_036217
1120 LINC01137 NR_038842
1121 ZC3H12A NM_025079
1122 MIR6732 NR_106790
1123 MEAF6 NM_001270876
1124 MEAF6 NR_073092
1125 MEAF6 NM_022756
1126 MEAF6 NR_073090
1127 MEAF6 NM_001270875
1128 MEAF6 NR_073091
1129 MIR5581 NR_049844
1130 SNIP1 NM_024700
1131 DNALI1 NM_003462
1132 GNL2 NM_013285
1133 RSPO1 NM_001242908
1134 RSPO1 NM_001038633
1135 RSPO1 NM_001242910
1136 RSPO1 NM_001242909
1137 C1orf109 NM_017850
1138 CDCA8 NM_018101
1139 CDCA8 NM_001256875
1140 EPHA10 NM_001099439
1141 EPHA10 NM_173641
1142 MANEAL NM_001113482
1143 MANEAL NM_001031740
1144 MANEAL NM_152496
1145 YRDC NM_024640
1146 C1orf122 NM_001142726
1147 C1orf122 NM_198446
1148 MTF1 NM_005955
1149 INPP5B NM_005540
1150 SF3A3 NM_006802
1151 FHL3 NM_004468
1152 FHL3 NM_001243878
1153 UTP11L NM_016037
1154 POU3F1 NM_002699
1155 MIR3659 NR_037432
1156 LINC01343 NR_038928
1157 RRAGC NM_022157
1158 RRAGC NM_001271851
1159 GJA9-MYCBP NR_037635
1160 MYCBP NM_012333
1161 GJA9-MYCBP NR_037634
1162 MYCBP NR_037632
1163 GJA9-MYCBP NR_037637
1164 GJA9-MYCBP NR_037636
1165 GJA9-MYCBP NR_037633
1166 GJA9 NM_030772
1167 RHBDL2 NM_017821
1168 AKIRIN1 NM_024595
1169 AKIRIN1 NM_001136275
1170 NDUFS5 NM_001184979
1171 NDUFS5 NM_004552
1172 MACF1 NM_012090
1173 KIAA0754 NM_015038
1174 BMP8A NM_181809
1175 PPIEL NR_003929
1176 PABPC4 NM_001135653
1177 PABPC4 NM_003819
1178 PABPC4 NM_001135654
1179 SNORA55 NR_002983
1180 HEYL NM_014571
1181 NT5C1A NM_032526
1182 HPCAL4 NM_001282396
1183 HPCAL4 NM_016257
1184 HPCAL4 NM_001282397
1185 PPIE NR_036543
1186 PPIE NR_036544
1187 PPIE NM_203456
1188 PPIE NM_001195007
1189 PPIE NM_006112
1190 BMP8B NM_001720
1191 OXCT2 NM_022120
1192 TRIT1 NM_017646
1193 MYCL NM_001033082
1194 MYCL NM_001033081
1195 MYCL NM_005376
1196 MFSD2A NM_001287808
1197 MFSD2A NM_001136493
1198 MFSD2A NR_109896
1199 MFSD2A NM_032793
1200 MFSD2A NM_001287809
1201 CAP1 NM_001105530
1202 CAP1 NM_006367
1203 PPT1 NM_001142604
1204 PPT1 NM_000310
1205 RLF NM_012421
1206 TMCO2 NM_001008740
1207 ZMPSTE24 NM_005857
1208 COL9A2 NM_001852
1209 SMAP2 NM_022733
1210 SMAP2 NM_001198978
1211 SMAP2 NM_001198979
1212 SMAP2 NM_001198980
1213 ZFP69B NM_023070
1214 ZFP69 NM_198494
1215 EXO5 NM_022774
1216 ZNF684 NM_152373
1217 RIMS3 NM_014747
1218 NFYC-AS1 NR_024567
1219 NFYC NM_001142589
1220 NFYC NM_014223
1221 NFYC NM_001142588
1222 NFYC NM_001142587
1223 NFYC NM_001142590
1224 MIR30E NR_029846
1225 MIR30C1 NR_029833
1226 KCNQ4 NM_172163
1227 KCNQ4 NM_004700
1228 CITED4 NM_133467
1229 CTPS1 NM_001905
1230 SLFNL1-AS1 NR_037868
1231 SLFNL1 NM_001168247
1232 SLFNL1 NM_144990
1233 SCMH1 NM_001172218
1234 SCMH1 NM_001172221
1235 SCMH1 NM_012236
1236 SCMH1 NM_001172222
1237 SCMH1 NM_001172219
1238 SCMH1 NM_001172220
1239 SCMH1 NM_001031694
1240 FOXO6 NM_001291281
1241 EDN2 NM_001956
1242 HIVEP3 NM_001127714
1243 HIVEP3 NM_024503
1244 HIVEP3 NR_038261
1245 HIVEP3 NR_038260
1246 GUCA2B NM_007102
1247 GUCA2A NM_033553
1248 FOXJ3 NM_001198850
1249 FOXJ3 NM_014947
1250 FOXJ3 NM_001198852
1251 FOXJ3 NM_001198851
1252 RIMKLA NM_173642
1253 ZMYND12 NM_001146192
1254 ZMYND12 NM_032257
1255 PPCS NM_001287506
1256 PPCS NM_001287507
1257 PPCS NM_001287509
1258 PPCS NM_001077447
1259 PPCS NM_001287508
1260 PPCS NM_001287511
1261 PPCS NM_024664
1262 PPCS NM_001287510
1263 CCDC30 NM_001080850
1264 PPIH NM_006347
1265 YBX1 NM_004559
1266 CLDN19 NM_148960
1267 CLDN19 NM_001185117
1268 CLDN19 NM_001123395
1269 LEPRE1 NM_022356
1270 LEPRE1 NM_001146289
1271 LEPRE1 NM_001243246
1272 C1orf50 NM_024097
1273 C1orf50 NR_040733
1274 LOC100129924 NM_001242750
1275 CCDC23 NM_199342
1276 ERMAP NM_001017922
1277 ERMAP NM_018538
1278 ZNF691 NM_015911
1279 ZNF691 NM_001242739
1280 LOC339539 NR_104171
1281 SLC2A1 NM_006516
1282 SLC2A1-AS1 NR_033967
1283 FAM183A NM_001101376
1284 EBNA1BP2 NM_006824
1285 EBNA1BP2 NM_001159936
1286 MIR6733 NR_106791
1287 WDR65 NM_001195831
1288 WDR65 NM_152498
1289 WDR65 NM_001167965
1290 TMEM125 NM_144626
1291 C1orf210 NM_001164829
1292 C1orf210 NM_182517
1293 TIE1 NM_001253357
1294 TIE1 NM_005424
1295 MPL NM_005373
1296 CDC20 NM_001255
1297 ELOVL1 NM_022821
1298 ELOVL1 NR_046117
1299 ELOVL1 NM_001256402
1300 ELOVL1 NM_001256399
1301 ELOVL1 NM_001256401
1302 MIR6734 NR_106792
1303 MED8 NM_052877
1304 MED8 NM_201542
1305 MED8 NM_001001653
1306 SZT2 NM_015284
1307 MIR6735 NR_106793
1308 HYI NM_031207
1309 HYI NM_001243526
1310 HYI NM_001190880
1311 PTPRF NM_002840
1312 PTPRF NM_130440
1313 KDM4A NM_014663
1314 KDM4A-AS1 NR_033827
1315 ST3GAL3 NM_174967
1316 ST3GAL3 NM_174970
1317 ST3GAL3 NM_001270464
1318 ST3GAL3 NR_073021
1319 ST3GAL3 NM_001270459
1320 ST3GAL3 NM_001270461
1321 ST3GAL3 NR_073017
1322 ST3GAL3 NM_174968
1323 ST3GAL3 NM_006279
1324 ST3GAL3 NM_001270463
1325 ST3GAL3 NM_001270462
1326 ST3GAL3 NR_073023
1327 ST3GAL3 NM_174963
1328 ST3GAL3 NM_174965
1329 ST3GAL3 NR_073019
1330 ST3GAL3 NM_001270460
1331 ST3GAL3 NR_073016
1332 ST3GAL3 NM_174971
1333 ST3GAL3 NM_174969
1334 ST3GAL3 NM_174966
1335 ST3GAL3 NM_001270465
1336 ST3GAL3 NR_073020
1337 ST3GAL3 NM_174964
1338 ST3GAL3 NM_001270466
1339 ST3GAL3 NR_073018
1340 MIR6079 NR_106727
1341 ARTN NM_057090
1342 ARTN NM_001136215
1343 ARTN NM_057091
1344 IPO13 NM_014652
1345 DPH2 NM_001384
1346 DPH2 NM_001039589
1347 ATP6V0B NM_001039457
1348 ATP6V0B NM_004047
1349 B4GALT2 NM_003780
1350 B4GALT2 NM_030587
1351 B4GALT2 NM_001005417
1352 CCDC24 NM_152499
1353 SLC6A9 NR_048548
1354 SLC6A9 NM_201649
1355 SLC6A9 NM_001024845
1356 SLC6A9 NM_001261380
1357 SLC6A9 NM_006934
1358 SLC6A9 NR_048549
1359 KLF17 NM_173484
1360 DMAP1 NM_001034023
1361 DMAP1 NM_001034024
1362 DMAP1 NM_019100
1363 ERI3 NM_024066
1364 ERI3-IT1 NR_110056
1365 ERI3-IT1 NR_046817
1366 RNF220 NM_018150
1367 MIR5584 NR_049849
1368 TMEM53 NM_024587
1369 C1orf228 NM_001145636
1370 KIF2C NM_006845
1371 RPS8 NM_001012
1372 SNORD55 NR_000015
1373 SNORD46 NR_000024
1374 SNORD38A NR_001456
1375 SNORD38B NR_001457
1376 BEST4 NM_153274
1377 PLK3 NM_004073
1378 TCTEX1D4 NM_001013632
1379 BTBD19 NM_001136537
1380 PTCH2 NM_001166292
1381 PTCH2 NM_003738
1382 EIF2B3 NM_001261418
1383 EIF2B3 NM_020365
1384 EIF2B3 NM_001166588
1385 HECTD3 NM_024602
1386 UROD NM_000374
1387 UROD NR_036510
1388 ZSWIM5 NM_020883
1389 LINC01144 NR_024270
1390 HPDL NM_032756
1391 MUTYH NM_001048172
1392 MUTYH NM_001048174
1393 MUTYH NM_001048173
1394 MUTYH NM_012222
1395 MUTYH NM_001128425
1396 MUTYH NM_001048171
1397 TOE1 NM_025077
1398 TESK2 NM_007170
1399 CCDC163P NR_033298
1400 CCDC163P NR_033296
1401 CCDC163P NR_033297
1402 MMACHC NM_015506
1403 PRDX1 NM_181697
1404 PRDX1 NM_001202431
1405 PRDX1 NM_181696
1406 PRDX1 NM_002574
1407 AKR1A1 NM_001202413
1408 AKR1A1 NM_001202414
1409 AKR1A1 NM_153326
1410 AKR1A1 NM_006066
1411 NASP NM_002482
1412 NASP NM_001195193
1413 NASP NM_152298
1414 CCDC17 NM_001190182
1415 CCDC17 NM_001114938
1416 GPBP1L1 NM_021639
1417 RPS15AP10 NR_026768
1418 TMEM69 NM_016486
1419 IPP NM_001145349
1420 IPP NM_005897
1421 MAST2 NM_015112
1422 PIK3R3 NM_001114172
1423 PIK3R3 NM_003629
1424 TSPAN1 NM_005727
1425 POMGNT1 NM_001243766
1426 POMGNT1 NM_001290130
1427 POMGNT1 NM_001290129
1428 POMGNT1 NM_017739
1429 LURAP1 NM_001013615
1430 RAD54L NM_001142548
1431 RAD54L NM_003579
1432 LRRC41 NM_006369
1433 UQCRH NM_006004
1434 NSUN4 NR_045790
1435 NSUN4 NM_199044
1436 NSUN4 NR_045789
1437 NSUN4 NR_045791
1438 NSUN4 NM_001256128
1439 NSUN4 NM_001256127
1440 FAAH NM_001441
1441 LOC729041 NR_045483
1442 DMBX1 NM_147192
1443 DMBX1 NM_172225
1444 MKNK1-AS1 NR_038403
1445 KNCN NM_001097611
1446 MKNK1 NR_024176
1447 MKNK1 NM_001135553
1448 MKNK1 NM_198973
1449 MKNK1 NR_024174
1450 MKNK1 NM_003684
1451 MOB3C NM_201403
1452 MOB3C NM_145279
1453 ATPAF1 NM_001042546
1454 ATPAF1 NM_001256418
1455 ATPAF1 NM_001243728
1456 ATPAF1 NM_022745
1457 TEX38 NM_001145474
1458 EFCAB14-AS1 NR_038828
1459 EFCAB14-AS1 NR_038827
1460 EFCAB14 NM_014774
1461 CYP4B1 NM_000779
1462 CYP4B1 NM_001099772
1463 CYP4Z2P NR_002788
1464 CYP4A11 NM_000778
1465 CYP4X1 NM_178033
1466 CYP4Z1 NM_178134
1467 CYP4A22 NM_001010969
1468 LINC00853 NR_047498
1469 PDZK1IP1 NM_005764
1470 TAL1 NM_001290403
1471 TAL1 NM_001290405
1472 TAL1 NM_001290406
1473 TAL1 NM_003189
1474 TAL1 NM_001290404
1475 TAL1 NM_001287347
1476 STIL NM_003035
1477 STIL NM_001282938
1478 STIL NM_001048166
1479 STIL NM_001282937
1480 STIL NM_001282939
1481 STIL NM_001282936
1482 CMPK1 NM_001136140
1483 CMPK1 NR_046394
1484 CMPK1 NR_046395
1485 CMPK1 NM_016308
1486 FOXE3 NM_012186
1487 FOXD2-AS1 NR_026878
1488 FOXD2 NM_004474
1489 TRABD2B NM_001194986
1490 SKINTL NR_026749
1491 SLC5A9 NM_001135181
1492 SLC5A9 NM_001011547
1493 SPATA6 NM_001286239
1494 SPATA6 NM_001286238
1495 SPATA6 NM_019073
1496 AGBL4 NM_032785
1497 BEND5 NM_024603
1498 AGBL4-IT1 NR_046839
1499 ELAVL4 NM_001144777
1500 ELAVL4 NM_001144776
1501 ELAVL4 NM_001144775
1502 ELAVL4 NM_001144774
1503 ELAVL4 NM_021952
1504 DMRTA2 NM_032110
1505 FAF1 NM_007051
1506 CDKN2C NM_001262
1507 CDKN2C NM_078626
1508 C1orf185 NM_001136508
1509 RNF11 NM_014372
1510 TTC39A NM_001080494
1511 TTC39A NM_001144832
1512 EPS15 NM_001981
1513 EPS15 NM_001159969
1514 OSBPL9 NM_148909
1515 OSBPL9 NM_024586
1516 OSBPL9 NR_036662
1517 OSBPL9 NM_148908
1518 OSBPL9 NM_148906
1519 OSBPL9 NM_148907
1520 OSBPL9 NM_148904
1521 OSBPL9 NM_148905
1522 NRD1 NM_002525
1523 NRD1 NM_001242361
1524 NRD1 NM_001101662
1525 MIR761 NR_031580
1526 RAB3B NM_002867
1527 TXNDC12 NM_015913
1528 TXNDC12 NR_046406
1529 TXNDC12 NR_046405
1530 KTI12 NM_138417
1531 BTF3L4 NM_001243767
1532 BTF3L4 NM_001136497
1533 BTF3L4 NM_152265
1534 ZFYVE9 NM_004799
1535 ZFYVE9 NM_007324
1536 CC2D1B NM_032449
1537 ORC1 NM_001190818
1538 ORC1 NM_004153
1539 ORC1 NM_001190819
1540 PRPF38A NM_032864
1541 ZCCHC11 NM_015269
1542 ZCCHC11 NM_001009881
1543 GPX7 NM_015696
1544 FAM159A NM_001042693
1545 COA7 NM_023077
1546 ZYG11B NM_024646
1547 ZYG11A NM_001004339
1548 ECHDC2 NM_001198962
1549 ECHDC2 NM_001198961
1550 ECHDC2 NM_018281
1551 SCP2 NM_001193617
1552 SCP2 NM_001193600
1553 SCP2 NM_002979
1554 SCP2 NM_001007098
1555 SCP2 NM_001193599
1556 SCP2 NM_001007250
1557 SCP2 NM_001007100
1558 SCP2 NM_001007099
1559 PODN NM_001199080
1560 PODN NM_001199082
1561 PODN NM_153703
1562 PODN NM_001199081
1563 SLC1A7 NM_001287595
1564 SLC1A7 NR_109858
1565 SLC1A7 NM_006671
1566 SLC1A7 NM_001287597
1567 SLC1A7 NM_001287596
1568 CPT2 NM_000098
1569 C1orf123 NM_017887
1570 MAGOH NM_002370
1571 LOC100507564 NR_038953
1572 LRP8 NM_004631
1573 LRP8 NM_017522
1574 LRP8 NM_001018054
1575 LRP8 NM_033300
1576 SLC25A3P1 NR_002314
1577 DMRTB1 NM_033067
1578 GLIS1 NM_147193
1579 NDC1 NR_033142
1580 NDC1 NM_018087
1581 NDC1 NM_001168551
1582 YIPF1 NM_018982
1583 YIPF1 NR_036640
1584 YIPF1 NR_036639
1585 DIO1 NM_213593
1586 DIO1 NM_000792
1587 DIO1 NM_001039715
1588 DIO1 NM_001039716
1589 HSPB11 NM_016126
1590 LRRC42 NM_052940
1591 LRRC42 NM_001256409
1592 LDLRAD1 NM_001276395
1593 LDLRAD1 NM_001010978
1594 LDLRAD1 NM_001276393
1595 LDLRAD1 NM_001276394
1596 LDLRAD1 NM_001276392
1597 TMEM59 NM_004872
1598 TCEANC2 NM_153035
1599 MIR4781 NR_039942
1600 CDCP2 NM_201546
1601 CYB5RL NM_001031672
1602 MRPL37 NM_016491
1603 SSBP3 NM_145716
1604 SSBP3 NM_001009955
1605 SSBP3 NM_018070
1606 SSBP3-AS1 NR_103541
1607 ACOT11 NM_015547
1608 ACOT11 NM_147161
1609 FAM151A NM_176782
1610 MROH7 NR_026782
1611 MROH7-TTC4 NR_037641
1612 MROH7 NR_111931
1613 MROH7 NM_001039464
1614 MROH7-TTC4 NR_037639
1615 MROH7-TTC4 NR_037640
1616 MROH7 NM_001291332
1617 TTC4 NM_001291333
1618 TTC4 NM_004623
1619 PARS2 NM_152268
1620 TTC22 NM_001114108
1621 TTC22 NM_017904
1622 C1orf177 NM_152607
1623 C1orf177 NM_001110533
1624 DHCR24 NM_014762
1625 TMEM61 NM_182532
1626 BSND NM_057176
1627 PCSK9 NM_174936
1628 PCSK9 NR_110451
1629 USP24 NM_015306
1630 LOC100507634 NR_038320
1631 MIR4422 NR_039618
1632 PPAP2B NM_003713
1633 PRKAA2 NM_006252
1634 C1orf168 NM_001004303
1635 C8A NM_000562
1636 C8B NM_001278544
1637 C8B NM_001278543
1638 C8B NM_000066
1639 DAB1 NM_021080
1640 DAB1-AS1 NR_104365
1641 DAB1-AS1 NR_104364
1642 DAB1-AS1 NR_104363
1643 DAB1-AS1 NR_104362
1644 OMA1 NM_145243
1645 TACSTD2 NM_002353
1646 MYSM1 NM_001085487
1647 JUN NM_002228
1648 LINC01135 NR_034014
1649 LINC01135 NR_034015
1650 LINC01135 NR_108106
1651 LINC01358 NR_110626
1652 HSD52 NR_027120
1653 FGGY NM_018291
1654 FGGY NM_001113411
1655 FGGY NR_103473
1656 FGGY NM_001244714
1657 FGGY NM_001278224
1658 MIR4711 NR_039861
1659 LOC101926944 NR_110627
1660 HOOK1 NM_015888
1661 CYP2J2 NM_000775
1662 C1orf87 NM_152377
1663 LOC101926964 NR_110628
1664 NFIA-AS2 NR_110617
1665 NFIA-AS2 NR_110618
1666 NFIA NM_001145511
1667 NFIA NM_001145512
1668 NFIA NM_001134673
1669 NFIA NM_005595
1670 NFIA-AS1 NR_104180
1671 MGC34796 NR_073400
1672 TM2D1 NM_032027
1673 INADL NM_176877
1674 L1TD1 NM_019079
1675 L1TD1 NM_001164835
1676 KANK4 NM_181712
1677 USP1 NM_001017416
1678 USP1 NM_001017415
1679 USP1 NM_003368
1680 DOCK7 NM_033407
1681 DOCK7 NM_001272001
1682 DOCK7 NM_001272000
1683 DOCK7 NM_001271999
1684 DOCK7 NM_001272002
1685 ANGPTL3 NM_014495
1686 ATG4C NM_178221
1687 ATG4C NM_032852
1688 LINC00466 NR_038252
1689 FOXD3 NM_012183
1690 MIR6068 NR_106716
1691 ALG6 NM_013339
1692 ITGB3BP NR_045147
1693 ITGB3BP NM_014288
1694 ITGB3BP NM_001206739
1695 EFCAB7 NM_032437
1696 DLEU2L NR_002771
1697 PGM1 NM_002633
1698 PGM1 NM_001172819
1699 PGM1 NM_001172818
1700 ROR1 NM_005012
1701 ROR1 NM_001083592
1702 ROR1-AS1 NR_110666
1703 ROR1-AS1 NR_110665
1704 UBE2U NM_152489
1705 CACHD1 NM_020925
1706 MIR4794 NR_039957
1707 RAVER2 NM_018211
1708 JAK1 NM_002227
1709 LINC01359 NR_119383
1710 MIR3671 NR_037443
1711 MIR101-1 NR_029516
1712 AK4 NM_203464
1713 AK4 NM_001005353
1714 AK4 NM_013410
1715 DNAJC6 NM_001256865
1716 DNAJC6 NM_014787
1717 DNAJC6 NM_001256864
1718 LEPROT NM_017526
1719 LEPROT NM_001198683
1720 LEPR NM_001003679
1721 LEPR NM_001003680
1722 LEPR NM_002303
1723 LEPROT NM_001198681
1724 LEPR NM_001198688
1725 LEPR NM_001198687
1726 LEPR NM_001198689
1727 PDE4B NM_001037341
1728 PDE4B NM_002600
1729 PDE4B NM_001037340
1730 PDE4B NM_001037339
1731 SGIP1 NM_032291
1732 MIR3117 NR_036060
1733 TCTEX1D1 NM_152665
1734 INSL5 NM_005478
1735 WDR78 NM_024763
1736 WDR78 NM_207014
1737 MIER1 NM_020948
1738 MIER1 NM_001077702
1739 MIER1 NM_001278215
1740 MIER1 NM_001146113
1741 MIER1 NM_001146111
1742 MIER1 NM_001146112
1743 MIER1 NM_001077703
1744 MIER1 NM_001077700
1745 MIER1 NM_001146110
1746 MIER1 NM_001077704
1747 MIER1 NM_001077701
1748 SLC35D1 NM_015139
1749 C1orf141 NR_075077
1750 C1orf141 NM_001276351
1751 C1orf141 NM_001276352
1752 IL23R NM_144701
1753 IL12RB2 NM_001258215
1754 IL12RB2 NM_001258216
1755 IL12RB2 NR_047584
1756 IL12RB2 NM_001258214
1757 IL12RB2 NM_001559
1758 IL12RB2 NR_047583
1759 SERBP1 NM_001018069
1760 SERBP1 NM_001018067
1761 SERBP1 NM_001018068
1762 SERBP1 NM_015640
1763 GADD45A NM_001199741
1764 GADD45A NM_001924
1765 GADD45A NM_001199742
1766 GNG12 NM_018841
1767 GNG12-AS1 NR_040077
1768 DIRAS3 NM_004675
1769 WLS NM_001002292
1770 WLS NM_001193334
1771 WLS NM_024911
1772 MIR1262 NR_031664
1773 RPE65 NM_000329
1774 DEPDC1 NM_001114120
1775 DEPDC1 NM_017779
1776 DEPDC1-AS1 NR_110671
1777 LRRC7 NM_020794
1778 PIN1P1 NR_023916
1779 LRRC40 NM_017768
1780 SRSF11 NM_004768
1781 SRSF11 NM_001190987
1782 ANKRD13C NM_030816
1783 HHLA3 NR_027404
1784 HHLA3 NM_001036646
1785 HHLA3 NM_001031693
1786 HHLA3 NM_001036645
1787 CTH NM_001902
1788 CTH NM_153742
1789 CTH NM_001190463
1790 PTGER3 NM_198716
1791 PTGER3 NR_028294
1792 PTGER3 NR_028293
1793 PTGER3 NM_198714
1794 PTGER3 NR_028292
1795 PTGER3 NM_198717
1796 PTGER3 NM_198718
1797 PTGER3 NM_001126044
1798 PTGER3 NM_198719
1799 PTGER3 NM_198715
1800 ZRANB2-AS1 NR_038420
1801 ZRANB2 NM_005455
1802 ZRANB2 NM_203350
1803 MIR186 NR_029707
1804 ZRANB2-AS2 NR_046217
1805 NEGR1 NM_173808
1806 NEGR1-IT1 NR_046218
1807 LINC01360 NR_110676
1808 LINC01360 NR_110677
1809 LRRIQ3 NM_001105659
1810 FPGT-TNNI3K NM_001112808
1811 FPGT NM_001199329
1812 FPGT NM_001199328
1813 FPGT NM_003838
1814 FPGT-TNNI3K NM_001199327
1815 TNNI3K NM_015978
1816 ERICH3 NM_001002912
1817 CRYZ NM_001889
1818 CRYZ NM_001134759
1819 CRYZ NM_001130042
1820 CRYZ NM_001130043
1821 TYW3 NM_001162916
1822 TYW3 NM_138467
1823 TYW3 NR_027962
1824 LHX8 NM_001001933
1825 LHX8 NM_001256114
1826 SLC44A5 NM_001130058
1827 SLC44A5 NM_152697
1828 ACADM NM_001286044
1829 ACADM NM_000016
1830 ACADM NM_001286042
1831 ACADM NM_001127328
1832 ACADM NM_001286043
1833 RABGGTB NM_004582
1834 RABGGTB NR_073562
1835 SNORD45C NR_003042
1836 SNORD45A NR_002749
1837 SNORD45B NR_002748
1838 MSH4 NM_002440
1839 ASB17 NM_080868
1840 ASB17 NR_026546
1841 ST6GALNAC3 NM_152996
1842 ST6GALNAC3 NM_001160011
1843 ST6GALNAC5 NM_030965
1844 MIR7156 NR_106978
1845 PIGK NM_005482
1846 AK5 NM_174858
1847 AK5 NM_012093
1848 ZZZ3 NM_015534
1849 USP33 NM_015017
1850 USP33 NM_201624
1851 USP33 NM_201626
1852 FAM73A NM_198549
1853 FAM73A NM_001270384
1854 NEXN-AS1 NR_103535
1855 NEXN NM_144573
1856 NEXN NM_001172309
1857 FUBP1 NM_003902
1858 DNAJB4 NM_007034
1859 GIPC2 NM_017655
1860 MGC27382 NR_027310
1861 PTGFR NM_001039585
1862 PTGFR NM_000959
1863 IFI44L NM_006820
1864 IFI44 NM_006417
1865 ELTD1 NM_022159
1866 LPHN2 NM_012302
1867 LINC01361 NR_110633
1868 LINC01361 NR_110632
1869 LOC101927587 NR_119375
1870 MIR548AP NR_049805
1871 LOC101927560 NR_119374
1872 TTLL7 NM_024686
1873 PRKACB NM_002731
1874 PRKACB NM_207578
1875 PRKACB NM_182948
1876 PRKACB NM_001242857
1877 PRKACB NM_001242859
1878 PRKACB NM_001242858
1879 PRKACB NM_001242860
1880 PRKACB NM_001242861
1881 PRKACB NM_001242862
1882 SAMD13 NM_001010971
1883 SAMD13 NM_001134663
1884 SAMD13 NM_001134664
1885 UOX NR_003927
1886 DNASE2B NM_021233
1887 DNASE2B NM_058248
