counter txid length
1214 NM_020924 1910
1215 NM_020925 5274
1216 NR_038984 690
1217 NR_038985 2815
1218 NR_038986 2102
1219 NR_038987 1902
1220 NR_038980 1183
1221 NR_038981 1002
1222 NR_038982 1957
1223 NR_038983 746
1224 NR_038988 2117
1225 NR_038989 3151
1226 NM_016141 2504
1227 NM_016140 1151
1228 NM_016143 3568
1229 NM_016142 2545
1230 NM_016145 861
1231 NM_016144 1424
1232 NM_016147 2713
1233 NM_016146 1201
1234 NM_001276290 1212
1235 NM_001276293 3277
1236 NM_001276294 2694
1237 NM_001164115 1844
1238 NM_001256187 2275
1239 NM_001159601 1789
1240 NM_001256186 2263
1241 NM_001256185 2424
1242 NM_017814 1827
1243 NM_017815 1630
1244 NM_017816 1568
1245 NM_017817 1509
1246 NM_017810 3071
1247 NM_017811 4457
1248 NM_017812 1590
1249 NM_017813 7230
1250 NM_001256183 9307
1251 NM_002984 667
1252 NM_017818 1699
1253 NM_017819 1845
1254 NM_001256182 9381
1255 NM_016497 677
1256 NM_016496 1651
1257 NM_016495 1327
1258 NM_016494 716
1259 NM_016492 854
1260 NM_016491 1483
1261 NM_016490 1004
1262 NM_016499 1287
1263 NM_016498 1278
1264 NM_001012516 1924
1265 NR_051985 1488
1266 NM_001012514 1949
1267 NM_001122672 1775
1268 NM_001012512 826
1269 NM_001012513 828
1270 NR_051984 1528
1271 NM_001130407 1847
1272 NM_001130406 1847
1273 NM_001130405 1847
1274 NM_001130404 1847
1275 NR_049854 60
1276 NR_103546 6289
1277 NR_049852 53
1278 NM_001256188 2388
1279 NR_049853 20
1280 NM_017647 3559
1281 NM_017646 2128
1282 NM_001173462 7358
1283 NR_049808 120
1284 NM_001290079 1347
1285 NM_001290078 4327
1286 NR_049801 39
1287 NR_049800 107
1288 NM_001290077 4642
1289 NM_001290076 3957
1290 NR_049805 67
1291 NR_049804 95
1292 NM_001290073 3525
1293 NR_049806 94
1294 NM_173499 1023
1295 NM_173491 2561
1296 NM_173490 1266
1297 NM_173493 3250
1298 NM_173492 1104
1299 NM_173495 5291
1300 NM_173494 1652
1301 NM_173497 2234
1302 NM_173496 5206
1303 NM_199420 8780
1304 NM_199421 7012
1305 NR_046358 1884
1306 NR_046359 4191
1307 NM_199426 3257
1308 NM_199427 2833
1309 NR_046354 790
1310 NR_046355 5396
1311 NR_046356 5415
1312 NR_046357 1876
1313 NM_001206934_1 1493
1314 NR_046352 2624
1315 NR_046353 2431
1316 NM_178861 1378
1317 NM_178860 4212
1318 NM_178863 1725
1319 NM_178862 2481
1320 NM_178865 1999
1321 NM_178864 3302
1322 NM_178868 1170
1323 NM_175895 1684
1324 NM_173728 4204
1325 NM_001042481 5051
1326 NM_001042480 3089
1327 NM_001042483 912
1328 NM_001042482 2292
1329 NM_134441 821
1330 NM_001042486 3033
1331 NM_134440 1369
1332 NM_134446 3568
1333 NR_073471 379
1334 NR_073470 1530
1335 NR_073473 3100
1336 NR_073472 3435
1337 NR_073475 4588
1338 NR_073474 2989
1339 NR_073477 4575
1340 NR_073476 4584
1341 NR_073479 4696
1342 NR_073478 4437
1343 NM_134444 3674
1344 NM_175767 8972
1345 NM_003508 2342
1346 NM_003503 3219
1347 NM_003502 3660
1348 NM_003501 2874
1349 NM_003500 2309
1350 NM_175769 786
1351 NM_003506 3795
1352 NM_003505 4350
1353 NM_003504 1977
1354 NM_001197317 5173
1355 NM_001001722_1 1960
1356 NM_001197318 5180
1357 NM_001197319 5069
1358 NM_001166349 2723
1359 NM_001166348 2853
1360 NM_001166343 2034
1361 NM_001166340 1680
1362 NM_001166347 2923
1363 NM_001166346 891
1364 NM_001166345 5312
1365 NM_001256064 3528
1366 NM_005900 3053
1367 NM_005903 7013
1368 NM_001256067 1612
1369 NM_005905 5481
1370 NM_005904 3087
1371 NM_001190836 4368
1372 NM_001190837 4479
1373 NM_005909 11979
1374 NM_005908 3311
1375 NM_001256068 1465
1376 NM_032486 7329
1377 NM_032487 2003
1378 NM_032484 2446
1379 NM_032485 3715
1380 NM_032482 7436
1381 NM_032483 865
1382 NM_001172517 5326
1383 NM_032488 528
1384 NM_032489 1886
1385 NM_014096 2761
1386 NM_031289 2668
1387 NM_031288 1261
1388 NM_031284 2559
1389 NM_031287 737
1390 NM_031286 1115
1391 NM_031281 5390
1392 NM_031280 965
1393 NM_031283 2918
1394 NM_031282 3459
1395 NM_032738 2345
1396 NM_032735 3532
1397 NM_032737 4644
1398 NM_032730 2636
1399 NM_032731 2075
1400 NM_032732 2388
1401 NR_003614 639
1402 NR_003615 1827
1403 NR_003612 2455
1404 NR_003613 1518
1405 NR_003610 4182
1406 NR_003611 4233
1407 NM_001136_1 1490
1408 NM_002673 7310
1409 NM_002670 3721
1410 NM_002676 1283
1411 NM_002677 3566
1412 NM_002674 757
1413 NM_002675 2238
1414 NM_178836 2577
1415 NM_001039362 3240
1416 NM_001039360 4171
1417 NM_001039361 1525
1418 NM_001039366 1339
1419 NM_001039367 1315
1420 NM_015439 1496
1421 NM_015430 3188
1422 NM_015431 5156
1423 NM_015432 6803
1424 NM_015433 2701
1425 NM_015434 4537
1426 NM_015435 4331
1427 NM_015436 4431
1428 NR_002201 954
1429 NM_003262 6541
1430 NM_001042439 1073
1431 NM_001007525 7645
1432 NM_052909 11515
1433 NM_001007524 1116
1434 NM_052905 5575
1435 NM_052904 3807
1436 NM_052907 10912
1437 NM_052906 8361
1438 NM_052901 3309
1439 NM_052900 12617
1440 NM_052903 3848
1441 NM_052902 3601
1442 NM_170604 3218
1443 NM_170607 2562
1444 NM_170606 16862
1445 NM_170601 2907
1446 NM_170600 3154
1447 NM_003265 3041
1448 NM_170609 1790
1449 NM_001007523 1116
1450 NM_033468 3520
1451 NM_033467 2902
1452 NR_104275 2105
1453 NM_001042432 1913
1454 NR_029894 99
1455 NR_029895 94
1456 NR_029896 83
1457 NR_029897 67
1458 NR_029890 86
1459 NR_029891 95
1460 NM_001378 4414
1461 NR_029893 97
1462 NM_001376 14340
1463 NM_001377 13678
1464 NM_001374 1326
1465 NM_001375 2008
1466 NR_029898 94
1467 NM_001373 13788
1468 NM_001370 12795
1469 NM_001017438 1008
1470 NM_004963 3842
1471 NM_001042697 2007
1472 NM_001206977 2452
1473 NM_174963 2470
1474 NM_174964 2308
1475 NM_174965 1667
1476 NM_174966 1969
1477 NM_001146171 2609
1478 NM_174968 2425
1479 NM_174969 2215
1480 NR_036445 927
1481 NR_036444 2676
1482 NR_036443 2947
1483 NR_036442 1751
1484 NM_001146178 1311
1485 NM_001146179 1308
1486 NM_001206974 1203
1487 NM_001206971 10391
1488 NM_181268 1046
1489 NM_001256276 1382
1490 NM_001244962 964
1491 NM_001244963 11171
1492 NM_001244960 5066
1493 NM_001244961 1397
1494 NM_001039966 2971
1495 NM_000594_4 1675
1496 NM_000421 2140
1497 NM_000420 2547
1498 NM_000423 2414
1499 NM_000422 1574
1500 NM_000425 5132
1501 NM_000424 2303
1502 NM_000427 1229
1503 NM_014322 2632
1504 NM_000429 3404
1505 NM_000428 8554
1506 NM_001286619 2066
1507 NM_001160183 2757
1508 NM_014321 1628
1509 NM_003990 4107
1510 NM_003991 2530
1511 NM_003992 1846
1512 NM_003993 2137
1513 NM_003994 5359
1514 NM_003995 3430
1515 NM_006744 929
1516 NM_006745 2228
1517 NM_003998 4085
1518 NM_003999 5539
1519 NM_153631 3396
1520 NM_006749 3957
1521 NM_153636 2432
1522 NM_153635 2049
1523 NM_153634 3461
1524 NM_001165937 2834
1525 NM_001165931 3434
1526 NM_014325 3846
1527 NM_001165933 1658
1528 NM_001100397 4107
1529 NM_001165938 2780
1530 NM_001277304_1 1687
1531 NM_001288642 5385
1532 NR_002710 2768
1533 NM_001127388 1380
1534 NM_001167577 2752
1535 NM_001167576 2587
1536 NM_001167575 2969
1537 NM_001167574 683
1538 NM_001127380 2043
1539 NM_001167579 1915
1540 NM_001127383 4148
1541 NM_001127384 10650
1542 NM_001127385 1492
1543 NM_001127386 1380
1544 NM_001127387 1380
1545 NM_001202559 2894
1546 NM_007299 3783
1547 NM_007298 3682
1548 NM_007297 7115
1549 NR_002718 2710
1550 NM_007294 7207
1551 NM_007292 7584
1552 NM_080590 1528
1553 NR_104597 2717
1554 NM_145641 3633
1555 NM_145640 2124
1556 NR_104596 1387
1557 NR_029708 86
1558 NM_145647 3504
1559 NM_001282151 884
1560 NM_001282150 1275
1561 NR_029706 82
1562 NR_029707 86
1563 NR_029700 99
1564 NR_029701 99
1565 NR_029702 89
1566 NR_029703 84
1567 NR_028436 3137
1568 NR_110004 1995
1569 NR_110005 10414
1570 NR_110006 4872
1571 NR_110007 1028
1572 NR_110000 2026
1573 NR_110001 6282
1574 NR_110002 556
1575 NR_110003 4604
1576 NR_030238 98
1577 NR_030239 88
1578 NR_110008 927
1579 NR_110009 924
1580 NM_172231 2089
1581 NM_006520 2216
1582 NM_001286550 509
1583 NM_001166624 1457
1584 NM_006521 3450
1585 NM_001166621 759
1586 NM_001257072 1747
1587 NR_110752_1 1878
1588 NM_001127214 3578
1589 NM_144947 1275
1590 NM_001206646 1227
1591 NR_033834 3678
1592 NM_001127212 542
1593 NM_001017962 2846
1594 NM_004313 1919
1595 NM_001171894 5756
1596 NM_001042388 3974
1597 NM_004312 1309
1598 NM_001017964 1338
1599 NM_001127211 5361
1600 NM_001143 802
1601 NM_001252597 657
1602 NM_004317 1280
1603 NM_001017967 2248
1604 NM_001252598 436
1605 NM_001144 3600
1606 NM_004315 2551
1607 NM_001144944 1025
1608 NM_004314 1312
1609 NM_001195576 2820
1610 NM_001195577 2801
1611 NR_033839 752
1612 NM_001144940 748
1613 NR_027856 3333
1614 NR_027855 1842
1615 NR_027850 1592
1616 NM_001201475 1127
1617 NM_004327 6927
1618 NM_014420 818
1619 NM_014421 3637
1620 NM_014423 9580
1621 NM_014424 2892
1622 NM_014425 3889
1623 NM_014426 2345
1624 NM_014427 2657
1625 NM_014429 3767
1626 NM_001021_1 575
1627 NM_023105 5634
1628 NM_023106 5628
1629 NR_033958 571
1630 NR_033959 1891
1631 NM_001195578 2755
1632 NR_033952 3691
1633 NR_033953 3604
1634 NR_033950 3780
1635 NR_033951 3764
1636 NR_033956 3470
1637 NR_033957 2877
1638 NR_033954 3583
1639 NR_033955 3543
1640 NM_001040 1319
1641 NM_001278160 1849
1642 NM_182688 3498
1643 NM_182689 1091
1644 NM_022470 8995
1645 NM_022476 2193
1646 NM_022477 2988
1647 NM_022474 5608
1648 NM_022475 3555
1649 NM_182680 835
1650 NM_182681 745
1651 NM_022478 3553
1652 NM_022479 3518
1653 NM_182684 1529
1654 NM_182685 1500
1655 NM_182687 2209
1656 NR_027279 1197
1657 NR_027272 2033
1658 NM_001288970 2116
1659 NR_027270 1089
1660 NR_027271 1356
1661 NR_027276 2299
1662 NR_027277 1613
1663 NR_027274 1371
1664 NR_027275 845
1665 NM_145029_3 1034
1666 NM_001288973 8028
1667 NM_182584 4793
1668 NM_001256699 1207
1669 NM_001033045 7553
1670 NM_001033044 4364
1671 NM_001033047 4592
1672 NM_001033046 2151
1673 NM_001178098 1958
1674 NM_001178099 3604
1675 NM_001178094 9565
1676 NM_001178095 7534
1677 NM_001178096 2233
1678 NM_001178097 2369
1679 NM_001178090 2111
1680 NM_001178091 9561
1681 NM_001178092 9489
1682 NM_001178093 9268
1683 NM_001101391 2130
1684 NR_036508 1897
1685 NR_029946 98
1686 NM_001282634 711
1687 NM_001282635 741
1688 NM_001282636 655
1689 NM_001282630 4270
1690 NM_001282631 1990
1691 NM_001282632 1934
1692 NM_001282633 741
1693 NR_108023 1919
1694 NM_172037 3963
1695 NM_001288779 3252
1696 NR_049743 2691
1697 NM_001288777 1867
1698 NM_001288776 2599
1699 NM_144781 2079
1700 NM_001288774 4960
1701 NM_001288773 1692
1702 NM_001288772 4967
1703 NM_001288771 2168
1704 NM_001288770 3707
1705 NR_049741 5553
1706 NM_017851 2534
1707 NM_001256799 1435
1708 NM_001101648 4966
1709 NM_001127703 3495
1710 NR_046116 2787
1711 NR_046117 1460
1712 NR_046114 3366
1713 NR_046115 1952
1714 NR_046112 1092
1715 NR_046113 2143
1716 NR_046110 2518
1717 NR_046111 2334
1718 NM_001135170 4518
1719 NM_001135171 4465
1720 NM_001242500 1332
1721 NR_049749 3312
1722 NM_001242506 5497
1723 NM_001242507 5363
1724 NM_001199934 2723
1725 NM_001242505 2075
1726 NR_047649 2651
1727 NR_047648 2488
1728 NM_001199938 1170
1729 NR_029945 94
1730 NM_001024629 2373
1731 NM_001024628 2478
1732 NM_001130520 3263
1733 NM_001130523 4220
1734 NM_001142730 3431
1735 NM_001142733 3175
1736 NM_001272082 2042
1737 NM_001272083 2216
1738 NM_002144 1014
1739 NM_001272087 3026
1740 NM_001272088 1854
1741 NM_001265604 1834
1742 NM_001265605 1734
1743 NM_001265602 6002
1744 NM_001265603 1766
1745 NM_024869 1524
1746 NM_001265601 1540
1747 NM_024867 5638
1748 NM_001098494 2267
1749 NM_024865 2098
1750 NM_024864 1833
1751 NM_024863 1345
1752 NM_024861 1961
1753 NM_001265609 4683
1754 NM_175566 5816
1755 NR_024199 4505
1756 NM_001080144_2 1293
1757 NR_102401 5163
1758 NR_024192 903
1759 NR_024193 1049
1760 NR_024191 2644
1761 NR_024194 2418
1762 NR_024195 2339
1763 NM_001286645 4756
1764 NM_001286644 2592
1765 NM_001286646 7233
1766 NM_001286640 2847
1767 NM_001286643 1532
1768 NM_001286649 4578
1769 NM_001286648 2725
1770 NM_001014839 3433
1771 NM_001014832 2765
1772 NM_001014831 3064
1773 NM_001014830 975
1774 NM_001014837 1057
1775 NM_001014835 2379
1776 NM_001014834 2306
1777 NR_040011 1013
1778 NR_040013 1058
1779 NR_040012 1365
1780 NR_040015 1715
1781 NM_001102605 2581
1782 NR_040017 2177
1783 NR_040016 3127
1784 NM_001102608 8470
1785 NM_001102609 510
1786 NM_001256690 2283
1787 NM_022664 1769
1788 NM_001204818 3340
1789 NM_001204813 3918
1790 NM_001204811 1873
1791 NM_001204817 6934
1792 NM_001204814 2270
1793 NR_026846 2201
1794 NR_026847 2017
1795 NR_026844 1850
1796 NR_026845 825
1797 NR_026842 459
1798 NM_032138 2992
1799 NM_032139 4453
1800 NM_032136 2801
1801 NM_032137 3328
1802 NM_032134 5359
1803 NM_032135 3146
1804 NM_032132 1898
1805 NM_032133 3190
1806 NM_032130 2955
1807 NM_032131 3736
1808 NR_024060_1 703
1809 NM_001271702_1 2176
1810 NM_015058 7160
1811 NM_015059 11649
1812 NM_001039569 4002
1813 NM_001145855 9211
1814 NM_001145856 9158
1815 NM_001145850 3884
1816 NM_001145851 3881
1817 NM_001145852 3857
1818 NM_001145853 3636
1819 NM_022368 2316
1820 NM_015052 6839
1821 NM_014776 5381
1822 NR_027062 575
1823 NR_046087 2249
1824 NR_027061 992
1825 NM_079421 1145
1826 NM_079420 1052
1827 NM_079423 764
1828 NM_079422 862
1829 NM_015056 5087
1830 NM_001284348 3676
1831 NR_027066 889
1832 NM_001284349 1868
1833 NR_027065 852
1834 NR_027064 3693
1835 NM_033261 1359
1836 NM_001284342 5786
1837 NM_033262 5262
1838 NM_001015049 5055
1839 NM_001015048 4848
1840 NM_033267 3057
1841 NM_033266 3620
1842 NM_001015045 5030
1843 NR_039682 80
1844 NM_001284341 3622
1845 NM_005510_3 1590
1846 NM_033198 2873
1847 NR_024063 4055
1848 NM_033197 1727
1849 NM_002608 3377
1850 NR_046082 3451
1851 NR_045530 6841
1852 NM_033194 616
1853 NR_039978 957
1854 NR_039979 1503
1855 NR_039976 1516
1856 NR_039977 1296
1857 NR_039974 2079
1858 NR_039975 1529
1859 NR_039970 80
1860 NM_033191 967
1861 NM_004208 2267
1862 NM_001282554 4496
1863 NM_001190764 662
1864 NM_001190765 731
1865 NM_001190766 1322
1866 NM_001134650 6085
1867 NM_001134651 6076
1868 NM_001282551 4587
1869 NR_029385 2427
1870 NM_022362 3686
1871 NM_001134655 3265
1872 NM_005005 719
1873 NR_039910 89
1874 NM_001018113 3008
1875 NM_001014796 3244
1876 NM_001014797 11994
1877 NM_001014794 1783
1878 NM_001014795 2084
1879 NM_198887 3873
1880 NR_024215_9 121
1881 NR_039911 72
1882 NM_153439 2157
1883 NM_198883 1555
1884 NM_153435 3805
1885 NM_153437 2391
1886 NM_153436 2125
1887 NM_153433 3912
1888 NM_153432 2301
1889 NM_001195279 1084
1890 NM_001195278 10557
1891 NM_001195272 2982
1892 NR_120472 589
1893 NR_120473 401
1894 NM_133510 1559
1895 NR_073396 3155
1896 NM_001509_1 1452
1897 NM_001161630 2339
1898 NR_120471 1641
1899 NR_002177_2 1346
1900 NM_001258265 6277
1901 NR_120476 764
1902 NM_001258266 6586
1903 NR_120477 585
1904 NR_046259 2757
1905 NR_046258 2855
1906 NM_153380 4248
1907 NR_120474 1714
1908 NR_046251 3805
1909 NR_046253 3772
1910 NR_046252 3795
1911 NR_046255 3531
1912 NR_046254 3768
1913 NM_001258263 6355
1914 NM_005954 582
1915 NM_001256030 1520
1916 NR_029513 119
1917 NM_001291807 2711
1918 NM_005953 419
1919 NR_004859 4509
1920 NR_004858 3075
1921 NM_001165252 852
1922 NR_004855 485
1923 NM_001122890 2645
1924 NM_001291466_1 2063
1925 NM_022365 2091
1926 NM_172377 764
1927 NM_001178046 2811
1928 NM_172375 3757
1929 NM_172374 2347
1930 NM_172373 3739
1931 NM_172370 769
1932 NM_001253357 3899
1933 NM_001205122 5675
1934 NR_046999 531
1935 NM_145276 2773
1936 NR_024215_3 121
1937 NM_001193308 1966
1938 NM_001012303 1769
1939 NM_001012302 2875
1940 NM_001012301 3167
1941 NM_001012300 1768
1942 NM_001193302 2989
1943 NM_001193301 3219
1944 NM_001193300 3294
1945 NM_001193307 6754
1946 NM_001193306 1371
1947 NM_001193304 4570
1948 NM_001047434 3990
1949 NM_001040425 789
1950 NM_001040424 6663
1951 NM_001040427 1610
1952 NM_001040429 8009
1953 NM_001040428 1917
1954 NM_001626 5300
1955 NM_001003701 1210
1956 NM_001003700 7935
1957 NM_001003703 1296
1958 NM_001003702 2474
1959 NM_013227 8840
1960 NM_001003704 1045
1961 NM_013229 7158
1962 NR_047609 6284
1963 NM_001081003 1437
1964 NM_001081004 1305
1965 NM_001160277 3156
1966 NM_153208 2552
1967 NM_001166306 2345
1968 NR_047608 5908
1969 NM_001166305 2490
1970 NM_001166304 3093
1971 NM_001284322 3700
1972 NM_153209 3643
1973 NM_001256455 3780
1974 NM_001166301 3436
1975 NM_001014440 970
1976 NM_001256456 2629
1977 NR_029395 675
1978 NM_001256823 3184
1979 NR_102700 748
1980 NM_001571 1616
1981 NM_001282229 4137
1982 NR_102702 827
1983 NM_014622 3421
1984 NM_014623 866
1985 NM_014620 2306
1986 NM_014621 1296
1987 NM_014626 944
1988 NM_014624 683
1989 NM_014625 1871
1990 NM_001284324 3328
1991 NM_014628 1279
1992 NM_014629 5591
1993 NM_003718 6975
1994 NM_003719 4404
1995 NR_047605 5810
1996 NM_003712 1314
1997 NM_003713 3308
1998 NM_003710 2426
1999 NM_003711 1668
2000 NM_003716 5482
2001 NM_003717 592
2002 NM_003714 5343
2003 NM_003715 4030
2004 NM_001197104 16594
2005 NM_001197107 2591
2006 NM_001197100 1484
2007 NM_001197109 1651
2008 NM_001197108 1934
2009 NM_018509 2915
2010 NM_001242327_2 1593
2011 NM_001242327_3 1593
2012 NM_001242327_1 1593
2013 NM_001242327_6 1593
2014 NM_001242327_7 1593
2015 NM_001242327_4 1593
2016 NM_001242327_5 1593
2017 NM_014990 7864
2018 NM_014991 14317
2019 NM_014992 5820
2020 NM_014994 7232
2021 NM_014996 6128
2022 NM_014997 6438
2023 NM_032679 3083
2024 NM_005711 4760
2025 NR_073154 2884
2026 NR_073155 884
2027 NM_005714 1563
2028 NM_005715 4391
2029 NM_005716 1946
2030 NM_005717 2077
2031 NM_005718 1971
2032 NM_032673 906
2033 NM_000222 5176
2034 NM_176881 1017
2035 NM_176880 1299
2036 NM_176883 924
2037 NM_176882 972
2038 NM_176885 1021
2039 NM_176884 1027
2040 NM_176887 930
2041 NM_176889 1914
2042 NM_176888 900
2043 NM_000220 2404
2044 NR_038210 701
2045 NR_109860 358
2046 NR_038213 967
2047 NR_038214 704
2048 NR_038215 393
2049 NR_038216 1717
2050 NR_038217 1508
2051 NR_038218 1474
2052 NR_038219 1687
2053 NM_001164538 2965
2054 NM_001032999 7319
2055 NM_001164539 2675
2056 NM_000344_1 1624
2057 NR_109866 2006
2058 NM_000228 4061
2059 NM_032786 2121
2060 NM_001267809 1906
2061 NM_001037225 835
2062 NM_033438 1156
2063 NM_033439 2706
2064 NM_001040165 733
2065 NM_001040167 2374
2066 NM_001040160 793
2067 NM_001040161 570
2068 NM_001040162 630
2069 NR_037928 6285
2070 NR_037927 946
2071 NR_037926 4304
2072 NR_037924 2764
2073 NM_001040168 1393
2074 NM_001040169 1364
2075 NR_037921 11598
2076 NR_029911 84
2077 NM_001198695 1961
2078 NM_032353 1102
2079 NM_004393 5525
2080 NM_004392 4633
2081 NM_004391 3950
2082 NM_004390 1485
2083 NM_004397 6226
2084 NM_004396 3759
2085 NM_004395 2942
2086 NM_004394 2342
2087 NM_004399 3777
2088 NM_004398 3264
2089 NR_002160_1 462
2090 NM_001164165 1966
2091 NM_000671 2651
2092 NM_000672 1400
2093 NM_000673 2289
2094 NM_000674 2919
2095 NM_001164160 5123
2096 NM_001164163 5018
2097 NM_000677 2245
2098 NM_000678 2666
2099 NM_000679 2254
2100 NM_001205301 4894
2101 NR_103532 468
2102 NR_103533 433
2103 NR_103534 1640
2104 NR_103535 2292
2105 NR_103536 1944
2106 NR_103537 4013
2107 NR_103539 602
2108 NM_014089 4335
2109 NM_016190 1913
2110 NM_001277090 4309
2111 NM_001002273 2101
2112 NM_001002274 2104
2113 NM_001002275 2158
2114 NR_026751_3 2430
2115 NM_005379 3621
2116 NM_001013694 1293
2117 NM_001277092 3376
2118 NM_004979 4720
2119 NM_001017408 4603
2120 NM_004977 3176
2121 NM_004976 6791
2122 NM_001017405 2189
2123 NM_001017404 3041
2124 NM_001017403 3458
2125 NM_001017402 4307
2126 NM_001114101 1191
2127 NM_001277093 2001
2128 NR_002781 1215
2129 NM_001243169 1007
2130 NM_001243168 1127
2131 NM_005376 2040
2132 NM_001243160 3680
2133 NM_001202543 13869
2134 NM_006537 5606
2135 NM_006536 4024
2136 NM_001202546 2811
2137 NM_006530 1385
2138 NM_001202544 2984
2139 NM_001202545 2894
2140 NM_001202548 1928
2141 NM_001202549 1856
2142 NM_006539 2703
2143 NM_006538 4919
2144 NM_001206652 6440
2145 NM_001206653 6235
2146 NM_001127221 8626
2147 NM_001206651 6464
2148 NM_001127227 7557
2149 NM_001127226 7613
2150 NM_001127225 7678
2151 NM_178537 3454
2152 NM_001127229 909
2153 NM_001127228 2232
2154 NM_178536 689
2155 NR_110635 524
2156 NR_110634 3264
2157 NR_110633 1522
2158 NR_110632 1525
2159 NR_110631 1012
2160 NR_110630 477
2161 NM_078467 2106
2162 NM_001271838 1739
2163 NM_001271830 494
2164 NM_001271831 897
2165 NM_001271832 2654
2166 NM_001271833 3228
2167 NM_001271834 1539
2168 NM_001271835 4050
2169 NM_001271836 4402
2170 NM_001271837 2267
2171 NM_001281774 5404
2172 NM_001281775 5471
2173 NM_183337 2404
2174 NR_110454 850
2175 NM_001281772 5511
2176 NM_001281773 5542
2177 NM_003404 3223
2178 NR_015343 579
2179 NR_015342 3735
2180 NR_015341 4597
2181 NR_015340 1718
2182 NM_001204078_3 1483
2183 NM_001142806 3114
2184 NM_001166579 1913
